--ICPC-2n DAT bl 154b file with filename: AMF-v01-TXT_CSV.txt
--(Interncode: V403e) version Sep 29 2008  8:09AM
--This file is generated by KITH AS  Norway Dr.Terje Sagen 2008-09-29 08:09:45.130
--This file can be downloaded from http://www.kith.no/ICPC2e
--It contains 3797 rows
--Columns: Nivaa,AMF_Code,Decription_no,Level_code
"4","6002010000","Uorganiske fibrer","600201"
"4","6002020000","Syntetiske fibrer","600202"
"4","6003010000","Flyktige anestesimidler","600301"
"4","6003020000","Eksos","600302"
"4","6003030000","Produkter fra termisk nedbrytning og fra produksjon","600303"
"4","6003040000","Tåregass og andre gasser som påvirker syn og åndedrett","600304"
"4","6004010000","Sveiserøyk och sveisegass","600401"
"4","6004020000","Sprengstoffrøyk (skytepropp)","600402"
"4","6004030000","Annen røyk, forskjellig","600403"
"4","6005010000","Organiske damper og væsker","600501"
"4","6005020000","Uorganiske damper og væsker","600502"
"4","6006010000","Blekings- og oksidasjonsmidler (ikke kosmetiske)","600601"
"4","6006020000","Maling, ferniss, lakk og kitt","600602"
"4","6006030000","Lim","600603"
"4","6006040000","Hartser","600604"
"4","6006050000","Plast og gummi","600605"
"4","6006060000","Innfargingsmidler","600606"
"4","6006070000","Fargestoffer","600607"
"4","6006080000","Pigment","600608"
"4","6006090000","Midler for trykking og kopiering","600609"
"4","6006100000","Brennstoff","600610"
"4","6006110000","Industrioljer og -fett","600611"
"4","6006120000","Stoff for behandling av lær","600612"
"4","6006130000","Midler til overflatebehandling","600613"
"4","6006140000","Råoljeprodukter","600614"
"4","6006150000","Rengjøringsmidler","600615"
"4","6006160000","Kosmetika - kosmetikk","600616"
"4","6006170000","Medisiner","600617"
"4","6006180000","Laboratoriematerialer","600618"
"4","6006190000","Fotografimateriell","600619"
"4","6006200000","Papirmasse - slipemasse - mekanisk papirmasse","600620"
"4","6006210000","Bindemidler for støpesand","600621"
"4","6006220000","Produkter for jordbruk, have og trebehandling","600622"
"4","6007000000","(Diverse tilsetningsstoffer)","600700"
"4","6008010000","Proteinspaltende enzymer","600801"
"4","6008020000","Oksidoreduktaser","600802"
"4","6008030000","Transferaser","600803"
"4","6008040000","Lyaser","600804"
"4","6008050000","Isomeraser","600805"
"4","6008060000","Ligaser","600806"
"4","6008070000","Hydrolaser","600807"
"4","6008080000","Enzymbaserte vaskemidler","600808"
"4","6009000000","(Naturprodukter)","600900"
"4","6010010000","Løsninger","601001"
"4","6010020000","Matter av naturmateriale","601002"
"4","6010030000","Matter av syntetisk materiale","601003"
"4","6010040000","Verneutstyr og verneklær","601004"
"4","9999999999","Andre stoffer","999999"
"5","1101000800","Hydrider","11010008"
"5","1106010100","Vanadiumoksid","11060101"
"5","1107010100","Kromoksid","11070101"
"5","1107010200","Kromsalter","11070102"
"5","1108010100","Manganoksid og mangandioksid","11080101"
"5","1108010200","Mangansalter","11080102"
"5","1108010300","Permanganat","11080103"
"5","1109010100","Jernoksider","11090101"
"5","1109030200","Nikkelsalter","11090302"
"5","1110010100","Kobberoksider","11100101"
"5","1111030100","Kvikksølvoksider (gul og rød)","11110301"
"5","1111030200","Kvikksølvsalter","11110302"
"5","1111030500","Kvikksølvamalgam","11110305"
"5","1112000600","Fluorerte borforbindelser","11120006"
"5","1114030100","Blyoksid","11140301"
"5","1114030200","Blysalter","11140302"
"5","1115010100","Arsenoksid","11150101"
"5","1115020100","Antimonoksid","11150201"
"5","1116000600","Klorerte kullforbindelser","11160006"
"5","1117000100","Silisiumoksider","11170001"
"5","1118000900","Kvartære ammoniumforbindelser","11180009"
"5","1119000100","Fosforoksider","11190001"
"5","1119000800","Fosfider","11190008"
"5","1119000900","Fosfoniumforbindelser","11190009"
"5","1120020100","Svoveloksider","11200201"
"5","1121020100","Kloroksider","11210201"
"5","1207010100","Fluorerte derivater","12070101"
"5","1207010200","Klorerte derivater","12070102"
"5","1207010300","Bromerte derivater","12070103"
"5","1207010400","Joderte derivater","12070104"
"5","1207010500","Blannede halogenerte derivater","12070105"
"5","1207020100","Fluorerte derivater","12070201"
"5","1207020200","Klorerte derivater","12070202"
"5","1207020300","Bromerte derivater","12070203"
"5","1207020400","Joderte derivater","12070204"
"5","1207020500","Blannede halogenerte derivater","12070205"
"5","1207030100","Fluorerte derivater","12070301"
"5","1207030200","Klorerte derivater","12070302"
"5","1207030300","Bromerte derivater","12070303"
"5","1207030400","Joderte derivater","12070304"
"5","1207030500","Blannede halogenerte derivater","12070305"
"5","1207040100","Fluorerte derivater","12070401"
"5","1207040200","Klorerte derivater","12070402"
"5","1207040300","Bormerte derivater","12070403"
"5","1207040400","Joderte derivater","12070404"
"5","1207040500","Blannede halogenerte derivater","12070405"
"5","1207050100","Fluorerte derivater","12070501"
"5","1207050200","Klorerte derivater","12070502"
"5","1207050300","Bromerte derivater","12070503"
"5","1207050400","Joderte derivater","12070504"
"5","1207050500","Forskjellige halogenerte derivater","12070505"
"5","1208010100","Halogenerte derivater av alifatiske alkoholer","12080101"
"5","1208010200","Nitrerte derivater av alifatiske alkoholer","12080102"
"5","1210000200","Halogenerte derivater av fenoler","12100002"
"5","1211010100","Alifatiske eterer","12110101"
"5","1211010200","Halogenerte derivater av alifatiske eterer","12110102"
"5","1211020100","Etylenglykoletrar","12110201"
"5","1211020200","Propylenglykoleterer","12110202"
"5","1211020300","Butylglykoleterer","12110203"
"5","1220010100","Formiater","12200101"
"5","1220010200","Acetater","12200102"
"5","1220010300","Propionater","12200103"
"5","1220010400","Butyrater","12200104"
"5","1220010500","Oxalater","12200105"
"5","1220010600","Akrylater","12200106"
"5","1220010700","Metakrylater","12200107"
"5","1220010800","Andre alifatiske esterer","12200108"
"5","1220040100","Bensoater","12200401"
"5","1220040200","Salicylater","12200402"
"5","1220040300","Ftalater","12200403"
"5","1220040400","Tereftalater","12200404"
"5","1221030100","Alkylfosfater, -fosfitter, -pyrofosfater og -tiofosfater som ikke er bekjempningsmiddel","12210301"
"5","1221030200","Fosfororganiske bekjempningsmiddel","12210302"
"5","1230010100","Salter av alifatiske aminer","12300101"
"5","1230010200","Hydroksylerte derivater av alifatiske aminer (alkanolaminer)","12300102"
"5","1230010300","Nitrerte derivater av alifatiske aminer","12300103"
"5","1230010400","Nitrosoerte derivater av alifatiske aminer (alifatiske nitrosaminer)","12300104"
"5","1230010500","Halogenerte derivater av alifatiske aminer","12300105"
"5","1230010600","Sulfonerte derivater av alifatiske aminer","12300106"
"5","1230020100","Salter av alicykliske aminer","12300201"
"5","1230020200","Hydroksylerte derivater av alicykliske aminer","12300202"
"5","1230020300","Nitrerte derivater av alicykliske aminer","12300203"
"5","1230020400","Nitroserte derivater av alicykliske aminer (nitrosaminer)","12300204"
"6","1214049999","Andre aromatiske aldehyder","1214049999"
"6","1214050001","Furfuraldehyd, 2-furaldehyd, furfurol","1214050001"
"6","1214059999","Andre heterocykliske aldehyder","1214059999"
"6","1214070001","Kloracetaldehyd","1214070001"
"6","1214070002","Kloral, trikloracetaldehyd","1214070002"
"6","1214079999","Andre halogenerte derivater av aldehyder","1214079999"
"6","1214999999","Andre aldehyder","1214999999"
"6","1215010001","Aceton, dimetylketon, propanon","1215010001"
"6","1215010002","Metyletylketon, MEK","1215010002"
"6","1215010003","Metylpropylketon","1215010003"
"6","1215010004","Metylisopropylketon","1215010004"
"6","1215010005","Metylbutylketon","1215010005"
"6","1215010006","Metylisobutylketon, hexon, MIBK","1215010006"
"6","1215010007","Heptan-2-on, metylamylketon","1215010007"
"6","1215010008","Heptan-3-on, etylbutylketon","1215010008"
"6","1215010009","Heptan-4-on, dipropylketon","1215010009"
"6","1215010010","Oktan-2-on, hexylmetylketon","1215010010"
"6","1215010011","Oktan-3-on, etylpentylketon","1215010011"
"6","1215010012","2,6-dimetylheptan-4-on, diisobutylketon","1215010012"
"6","1215010013","2,6,8-Trimetylnonan-4-on","1215010013"
"6","1215010014","Diacetyl, biacetyl","1215010014"
"6","1215010015","Acetylaceton, pentan-2,4-dion","1215010015"
"6","1215010016","Acetonylaceton, 2,5-hexandion","1215010016"
"6","1215010017","Diacetonalkohol","1215010017"
"6","1215019999","Andre mettede alifatiske ketoner","1215019999"
"6","1215020001","Mesityloxid, isopropylidenaceton","1215020001"
"6","1215020002","2,6-Dimetylhepta-2,5-dien-4-on, foron","1215020002"
"6","1215020003","Citral, geranial","1215020003"
"6","1215029999","Andre umettede alifatiske ketoner","1215029999"
"6","1215030001","Cyklopentanon","1215030001"
"6","1215030002","Cyklohexanon","1215030002"
"6","1215030003","Metylcyklohexanon","1215030003"
"6","1215030004","Cyklohexenon","1215030004"
"6","1215030005","Isoforon","1215030005"
"6","1215030006","Muskon","1215030006"
"6","1215030007","Civeton","1215030007"
"6","1215030008","a-Jonon, ß-jonon","1215030008"
"6","1215030009","Karvon","1215030009"
"6","1215030010","Kamfer","1215030010"
"6","1215039999","Andre alicykliske ketoner","1215039999"
"6","1215040001","Acetofenon","1215040001"
"6","1215040002","Benzofenon","1215040002"
"6","1215049999","Andre aromatiske ketoner","1215049999"
"6","1215050001","Benzisotiazolin-3-on","1215050001"
"6","1215059999","Andre heterocykliske ketoner","1215059999"
"6","1215060001","Kloraceton","1215060001"
"6","1215060002","Hexafluoraceton","1215060002"
"6","1215069999","Andre halogenerte ketonderivater","1215069999"
"6","1215070001","p-Benzokinon","1215070001"
"6","1215070002","o-Benzokinon","1215070002"
"6","1215070003","1,4-Naftokinon","1215070003"
"6","1215070004","2-Metyl-1,4-naftokinon","1215070004"
"6","1215070005","Vitamin K1, vitamin K2","1215070005"
"6","1215070006","Antrakinon","1215070006"
"6","1215070007","Alizarin, 1,2-dihydroxiantrakinon","1215070007"
"6","1215070008","Antrakinonsulfonsyrer (karminsyre, karmin)","1215070008"
"6","1215070009","2-Klorantrakinon","1215070009"
"6","1215079999","Andre kinoner","1215079999"
"6","1215080001","Keten","1215080001"
"6","1215080002","Diketen","1215080002"
"6","1215089999","Andre ketener","1215089999"
"6","1215999999","Andre ketoner, kinoner, ketener","1215999999"
"6","1216010001","Metylal, metylformal, dimetoximetan, formal, formaldehyddimetylacetal","1216010001"
"6","1216010002","Etylal","1216010002"
"6","1216010003","1,1-dietoxietan, dietylacetal, acetal","1216010003"
"6","1216010004","Dikloretylformal","1216010004"
"6","1216010005","Kloracetal","1216010005"
"6","1216010006","Kloralhydrat, trikloretylidenglykol","1216010006"
"6","1216010007","Ketoacetal","1216010007"
"6","1216019999","Andre alifatiske acetaler","1216019999"
"6","1216999999","Andre acetaler","1216999999"
"6","1217010001","Maursyre, metansyre","1217010001"
"6","1217010002","Eddiksyre, etansyre","1217010002"
"6","1217010003","Propionsyre, propansyre","1217010003"
"6","1217010004","Smørsyre, butansyre","1217010004"
"6","1217010005","Isosmørsyre","1217010005"
"6","1217010006","Valeriansyre, pentansyre","1217010006"
"6","1217010007","Isovaleriansyre, isovalersyre","1217010007"
"6","1217010008","Kapronsyre","1217010008"
"6","1217010009","Isokapronsyre","1217010009"
"6","1217010010","Oxalsyre","1217010010"
"6","1217010011","Ravsyre","1217010011"
"6","1217010012","Glutarsyr, pentandisyre","1217010012"
"6","1217010013","Adipinsyre","1217010013"
"6","1217010014","Sebacinsyre","1217010014"
"6","1217019999","Andre mettede alifatiske syrer","1217019999"
"6","1217020001","Akrylsyre","1217020001"
"6","1217020002","Krotonsyrer","1217020002"
"6","1217020003","Metakrylsyre","1217020003"
"6","1217020004","Oljesyre","1217020004"
"6","1217020005","Linolsyre","1217020005"
"6","1217020006","Linolensyre","1217020006"
"6","1217020007","Fumarsyre","1217020007"
"6","1217020008","Maleinsyre","1217020008"
"6","1217029999","Andre umettede alifatiske syrer","1217029999"
"6","1217030001","Monokloreddiksyre","1217030001"
"6","1217030002","Dikloreddiksyre","1217030002"
"6","1217030003","Trikloreddiksyre","1217030003"
"6","1217030004","Bromeddiksyre","1217030004"
"6","1217030005","Jodeddiksyre","1217030005"
"6","1217030006","Monofluoreddiksyre","1217030006"
"6","1217030007","Trifluoreddiksyre","1217030007"
"6","1217039999","Andre halogenerte alifatisek syrer","1217039999"
"6","1217040001","Glycin, aminoeddiksyre, glykokoll","1217040001"
"6","1217040002","Dodecylaminoetylglycin","1217040002"
"6","1217049999","Andre alifatiske aminosyrer","1217049999"
"6","1217050001","Pyrodruesyre","1217050001"
"6","1217050002","Levulinsyre","1217050002"
"6","1217059999","Andre alifatiske ketonsyrer","1217059999"
"6","1217060001","Glykolsyre, hyrdroksieddiksyre","1217060001"
"6","1217060002","Melkesyre","1217060002"
"6","1217060003","Vinsyre","1217060003"
"6","1217060004","Eplesyre","1217060004"
"6","1217060005","Vinsyre","1217060005"
"6","1217060006","Sukkersyre","1217060006"
"6","1217060007","Sitronsyre","1217060007"
"6","1217069999","Andre hydroksisyrer","1217069999"
"6","1217070001","Naftensyrer","1217070001"
"6","1217079999","Andre alicykliske syrer","1217079999"
"6","1217080001","Benzosyre","1217080001"
"6","1217080002","o-Toluensyre","1217080002"
"6","1217080003","m-Toluensyre","1217080003"
"6","1217080004","p-Toluensyre","1217080004"
"6","1217080005","Ftalsyre","1217080005"
"6","1217080006","Tereftalsyre","1217080006"
"6","1217089999","Andre aromatiske syrer","1217089999"
"6","1217090001","p-Aminobenzosyre","1217090001"
"6","1217090002","p-Aminosalicylsyre","1217090002"
"6","1217090003","Andranilsyre, o-aminobensoesyre","1217090003"
"6","1217099999","Andre aromatiske aminosyrer","1217099999"
"6","1217100001","2,4-D, 2,4-diklorofenoksieddiksyre","1217100001"
"6","1217100002","2,4,5-T, triklorfenoksieddiksyre","1217100002"
"6","1217100003","MCPA, 2-metyl-4-klorfenoksieddiksyre","1217100003"
"6","1217100004","Klormetylfenoksipropansyre","1217100004"
"6","1217100005","Klorbenzosyre","1217100005"
"6","1217100006","Salicylsyre, o-hydroksibensoesyre","1217100006"
"6","1217100007","Nitrobenzosyre","1217100007"
"6","1217109999","Andre substituerte aromatiske syrer","1217109999"
"6","1217110001","Nikotinsyre, niacin","1217110001"
"6","1217110002","Indolyleddiksyre","1217110002"
"6","1217119999","Andre heterocykliske syrer","1217119999"
"6","1217120001","Prolin, a-pyrrolidinkarboksylsyre","1217120001"
"6","1217120002","Hydroksiprolin, 5-hydroksipyrrolidin-2-karboksylsyre","1217120002"
"6","1217129999","Andre heterocykliske aminosyrer","1217129999"
"6","1217130001","Pereddiksyre","1217130001"
"6","1217130002","m-Klorperbenzosyre","1217130002"
"6","1217139999","Andre persyrer","1217139999"
"6","1217999999","Andre karboksylsyrer og -persyrer","1217999999"
"6","1218010001","Metansulfonsyre","1218010001"
"6","1218010002","Benzensulfonsyre","1218010002"
"6","1218010003","p-Toluensulfonsyre","1218010003"
"6","1218010004","Naftalensulfonsyre","1218010004"
"6","1218010005","Sulfanilsyre, p-aminobenzensulfonsyre","1218010005"
"6","1218010006","Alkylsulfonsyre","1218010006"
"6","1218019999","Andre sulfonsyrer","1218019999"
"6","1218020001","Tioeddiksyre","1218020001"
"6","1218020002","Tioglykolsyre, merkaptaneddiksyre","1218020002"
"6","1218020003","Tioeplesyre","1218020003"
"6","1218020004","Merkaptoproprionsyre","1218020004"
"6","1218029999","Andre tiosyrer","1218029999"
"6","1218999999","Andre sulfon- og tiosyrer","1218999999"
"6","1219000001","Eddiksyreanhydrid","1219000001"
"6","1219000002","Propionsyreanhydrid","1219000002"
"6","1219000003","Smørsyreanhydrid","1219000003"
"6","1219000004","Ravsyreanhydrid","1219000004"
"6","1219000005","Maleinsyreanhydrid","1219000005"
"6","1219000006","Ftalsyreanhydrid","1219000006"
"6","1219000007","Tetralklorftalsyreanhydrid","1219000007"
"6","1219000008","Hexahydroftalsyreanhydrid","1219000008"
"6","1219000009","Trimellitsyreanhydrid","1219000009"
"6","1219000010","Huminsyreanhydrid, 1,2,3,6-tetrahydro-3,6-metanoftalsyreanhydrid","1219000010"
"6","1219999999","Andre karboksylsyreanhydrider","1219999999"
"6","1220010101","Metylformiat","1220010101"
"6","1220010102","Etylformiat","1220010102"
"6","1220010103","Trietylortoformiat","1220010103"
"6","1220010199","Andre formiater","1220010199"
"6","1220010201","Metylacetat","1220010201"
"6","1220010202","Etylacetat, eddiketer, eddiksyreetylester, eddikester","1220010202"
"6","1220010203","Vinylacetat","1220010203"
"6","1220010204","Amylacetat","1220010204"
"6","1220010205","Butylacetat","1220010205"
"6","1220010206","Propylacetat","1220010206"
"6","1220010207","Aceteddikester, etylacetatoacetat","1220010207"
"6","1220010208","Glyceringtriacetinacetat, glyceroltriacetat","1220010208"
"6","1220010299","Andre acetater","1220010299"
"6","1220010301","Metylpropionat","1220010301"
"6","1220010302","Etylpropionat","1220010302"
"6","1220010399","Andre propionater","1220010399"
"6","1220010401","Metylbutyrat","1220010401"
"6","1220010402","Etylbutyrat","1220010402"
"6","1220010499","Andre butyrater","1220010499"
"6","1220010601","Metylakrylat","1220010601"
"6","1220010602","Etylakrylat","1220010602"
"6","1220010699","Andre akrylater","1220010699"
"6","1220010701","Metylmetakrylat, metyl-a-metylakrylat","1220010701"
"6","1220010799","Andre metakrylater","1220010799"
"6","1220010801","Dimetylmaleat","1220010801"
"6","1220010802","Dietylmaleat","1220010802"
"6","1220010899","Etylpyruvat","1220010899"
"6","1220019999","Andre ikke-spesifiserte alifatiske esterer","1220019999"
"6","1220020001","Etylenglykolmonoacetat","1220020001"
"6","1220020002","Etylenglykoldiacetat","1220020002"
"6","1220020003","Etylenglykolmetyleteracetat","1220020003"
"6","1220020004","Etylenglykolmonoetyleteracetat, etylglykolacetat, cellosolvacetat","1220020004"
"6","1220020005","Dietylenglykolmetyleteracetat","1220020005"
"6","1220020006","Dietylenglykoletyleteracetat","1220020006"
"6","1220020007","Dietylenglykolbutyleteracetat","1220020007"
"6","1220029999","Andre glykolesterer","1220029999"
"6","1220040101","Metylbensoat","1220040101"
"6","1220040102","Etylbensoat","1220040102"
"6","1220040199","Andre bensoater","1220040199"
"6","1220040201","Metylsalicylat","1220040201"
"6","1220040299","Andre salicylater","1220040299"
"6","1220040301","Dimetylftalat","1220040301"
"6","1220040302","Dietylftalat","1220040302"
"6","1220040303","Dibutylftalat","1220040303"
"6","1220040304","Dioktylftalat, diisoocyltftalat","1220040304"
"6","1220040399","Andre ftalater","1220040399"
"6","1220049999","Andre aromatiske esterer","1220049999"
"6","1220999999","Andre esterer","1220999999"
"6","1221010001","Dimetylkarbonat","1221010001"
"6","1221010002","Dietylkarbonat","1221010002"
"6","1221010003","Etylenkarbonat","1221010003"
"6","1221019999","Andre alkylkarbonater","1221019999"
"6","1221020001","Dimetylsulfat","1221020001"
"6","1221020002","Dietylsulftat","1221020002"
"6","1221029999","Andre sulfater og sulfiter","1221029999"
"6","1221030101","Trimetylfosfat","1221030101"
"6","1221030102","Trietylfosfat","1221030102"
"6","1221030103","Trietylfosfit","1221030103"
"6","1221030104","Trikresylfosfat","1221030104"
"6","1221030199","Andre alkylfosfater, -fosfitter, -pyrofosfater og -tiofosfater som ikke er  bekjempningsmi","1221030199"
"6","1221030201","Klortion, 0-(3-kloro-4-nitrofenyl)-0,0-dimetylfosforotioat","1221030201"
"6","1221030202","Diklorvos, DDVP","1221030202"
"6","1221030203","Diazinon","1221030203"
"6","1221030204","Triklorfon, "dipterex"","1221030204"
"6","1221030205","EPN","1221030205"
"6","1221030206","Isopestox","1221030206"
"6","1221030207","Malation","1221030207"
"6","1221030208","Metylparation","1221030208"
"6","1221030209","Paration","1221030209"
"6","1221030210","Mevinfos, fosdrin","1221030210"
"6","1221030211","Ronnel, fenklorfos","1221030211"
"6","1221030212","Schradan","1221030212"
"6","1221030213","Demeton-O, demeton-S, (systox)","1221030213"
"6","1221030214","TEPP","1221030214"
"6","1221030215","Karbofenotion","1221030215"
"6","1221030216","Dimetoat","1221030216"
"6","1221030217","Fenitrotion","1221030217"
"6","1221030299","Andre fosfororgansike bekjempningsmiddel","1221030299"
"6","1221039999","Andre alkylfosfater, -fosfiter, -pyrofosfater og -tiofosfater inklusive bekjempningsmidde","1221039999"
"6","1221040001","Etylnitrat","1221040001"
"6","1221040002","Amylnitrat","1221040002"
"6","1221040003","Etylenglykoldinitrat","1221040003"
"6","1221040004","Erytritoltetranitrat","1221040004"
"6","1221040005","Etylnitrit","1221040005"
"6","1221040006","Amylnitrit","1221040006"
"6","1221049999","Andre alkylnitrater og -nitriter","1221049999"
"6","1221050001","Metylsilikat","1221050001"
"6","1221050002","Etylsilikat","1221050002"
"6","1221059999","Andre alkylsilikater","1221059999"
"6","1221070001","Organiske og uorganiska ikke-substituerte karbamater","1221070001"
"6","1221070002","Organiske og uorganiska substituerte karbamater","1221070002"
"6","1221070003","Organiske og uorganiske ikke-substituerte tio- og ditiokarbamater","1221070003"
"6","1221070004","Organiske og uorganiske substituerte tio- og ditiokarbamater","1221070004"
"6","1221079999","Andre karbamater, tio- og ditiokarbamater","1221079999"
"6","1221999999","Andre esterer av uorganiske syrer","1221999999"
"6","1222010001","Metylklorsulfonat","1222010001"
"6","1222010002","Etylklorsulfonat","1222010002"
"6","1222010003","Metyl-p-toluolsulfonat, metyltosylat","1222010003"
"6","1222019999","Andre alkylsulfonater","1222019999"
"6","1222999999","Andre sulfonsyreesterer og tioesterer","1222999999"
"6","1223010001","Blyacetat","1223010001"
"6","1223010002","Koboltacetat","1223010002"
"6","1223010003","Palladiumacetat","1223010003"
"6","1223010004","Koboltoxalat","1223010004"
"6","1223019999","Andre salter av alifatiske karboksylsyrer","1223019999"
"6","1223999999","Andre salter av karboksylsyrer","1223999999"
"6","1224000001","ß-Propiolakton","1224000001"
"6","1224000002","?-Butyrolakton","1224000002"
"6","1224000003","?-Kaprolakton","1224000003"
"6","1224000004","e-Kaprolakton","1224000004"
"6","1224999999","Andre  laktoner","1224999999"
"6","1225000001","?-Butyrolaktam","1225000001"
"6","1225000002","?-Valerolaktam","1225000002"
"6","1225000003","e-Kaprolaktam","1225000003"
"6","1225999999","Andre laktamer","1225999999"
"6","1226010001","Formamid","1226010001"
"6","1226010002","Acetamid","1226010002"
"6","1226010003","N,N-dimetylformamid, DMF","1226010003"
"6","1226010004","Dimetylamid","1226010004"
"6","1226010005","Akrylamid","1226010005"
"6","1226010006","Metakrylamid","1226010006"
"6","1226010007","N,N-dimetylakrylamid","1226010007"
"6","1226010008","Benzamid","1226010008"
"6","1226010009","Acetanilid","1226010009"
"6","1226010010","Azodikarbonamid, azoformamid","1226010010"
"6","1226010011","Uristoff, urea, karbamid","1226010011"
"6","1226010012","Tiourinstoff, tiokarbamid","1226010012"
"6","1226010013","N-Metyl-N-nitrosourinstoff","1226010013"
"6","1226010014","N-Etyl-N-nitrosourinstoff","1226010014"
"6","1226010015","Dimetylacetamid","1226010015"
"6","1226019999","Andre amider","1226019999"
"6","1226020001","p-Toluensulfonamid","1226020001"
"6","1226020002","Kloramin T, natrium-p-toluensulfonkloramid","1226020002"
"6","1226029999","Andre sulfonamider","1226029999"
"6","1226040001","Dicyklohexylkarbodiimid","1226040001"
"6","1226049999","Andre imider","1226049999"
"6","1226050001","Tetrametyltiuramdisulfid,  bis(N,N-dimetyltiokarbamyl)disulfid","1226050001"
"6","1226059999","Andre tiuramer","1226059999"
"6","1226999999","Andre amider, sulfonamider, fosforamider og imider","1226999999"
"6","1227010001","Acetylklorid","1227010001"
"6","1227010002","Propionylklorid","1227010002"
"6","1227010003","Butyrylklorid","1227010003"
"6","1227010004","Kloracetylklorid","1227010004"
"6","1227010005","Oxalylklorid","1227010005"
"6","1227010006","Akrylylklorid","1227010006"
"6","1227010007","Krotonylklorid/krotonoylklorid","1227010007"
"6","1227010008","Benzoylklorid","1227010008"
"6","1227010009","Ftalylklorid","1227010009"
"6","1227019999","Andre acylklorider","1227019999"
"6","1227999999","Andre acylhalogenider","1227999999"
"6","1228000001","Metansulfonylklorid","1228000001"
"6","1228000002","Toluen-p-sulfonylklorid","1228000002"
"6","1228000003","p-Brombenzensulfonylklorid","1228000003"
"6","1228999999","Andre sulfonylhalogenider","1228999999"
"6","1229010001","Acetonitril","1229010001"
"6","1229010002","Propionitril","1229010002"
"6","1229010003","Butyronitril","1229010003"
"6","1229010004","Isobutyrylnitril","1229010004"
"6","1229010005","Akrylonitril, vinylcyanid","1229010005"
"6","1229010006","Metakrylnitril","1229010006"
"6","1229010007","ß-Hydroxipropionitril","1229010007"
"6","1229010008","Laktonitril","1229010008"
"6","1229010009","Glykolonitril","1229010009"
"6","1229010010","Acetoncyanhydrin","1229010010"
"6","1229010011","Succinonitril","1229010011"
"6","1229010012","Adipinsyranitril","1229010012"
"6","1229010013","Cyanamid","1229010013"
"6","1229010014","Dicyandiamid, cyanguanidin","1229010014"
"6","1229010015","Kalsiumcyanamid","1229010015"
"6","1229010016","Natriumdicyanamid","1229010016"
"6","1229010017","Dimetylcyanamid","1229010017"
"6","1229010018","Cyan","1229010018"
"6","1229010019","Cyanklorid, klorcyan","1229010019"
"6","1229010020","Cyanbromid","1229010020"
"6","1229010021","Cyanacetamid","1229010021"
"6","1229010022","Cyanoeddiksyre","1229010022"
"6","1229010023","Metylcyanoacetat","1229010023"
"6","1229010024","Isocyanometan","1229010024"
"6","1229010025","Hydroksibensonitril og derivater","1229010025"
"6","1229010026","Bromoksinil","1229010026"
"6","1229010027","Ioksinil","1229010027"
"6","1229010028","Ortoftalolodinitril","1229010028"
"6","1229010029","Pyralonitril","1229010029"
"6","1229010030","Salicylonitril","1229010030"
"6","1229010031","Amylonitril","1229010031"
"6","1229019999","Andre nitriler","1229019999"
"6","1229020001","Metylisocyanat","1229020001"
"6","1229020002","Toluen-2,4-diisocyanat, TDI","1229020002"
"6","1229020003","4,4-metylendifenyldiisocyanat, MDI","1229020003"
"6","1229020004","Isoforondiisocyanat","1229020004"
"6","1229020005","Hexametylendiisocyanat","1229020005"
"6","1229020006","Natriumcyanat","1229020006"
"6","1229020007","Kaliumcyanat","1229020007"
"6","1229020008","Naftalendiisocyanat","1229020008"
"6","1229029999","Andre cyanater og isocyanater","1229029999"
"6","1229030001","Cyanursyre","1229030001"
"6","1229030002","Cyanurylklorid","1229030002"
"6","1229039999","Andre cyanuratderivater og cyanider","1229039999"
"6","1229999999","Andre nitriler, cyanater, isocyanater og cyanurater","1229999999"
"6","1230010001","Metylamin","1230010001"
"6","1230010002","Dimetylamin","1230010002"
"6","1230010003","Trimetylamin","1230010003"
"6","1230010004","Etylamin","1230010004"
"6","1230010005","Dietylamin","1230010005"
"6","1230010006","Trietylamin","1230010006"
"6","1230010007","Propylamin","1230010007"
"6","1230010008","Isopropylamin","1230010008"
"6","1230010009","Diisopropylamin","1230010009"
"6","1230010010","Butylamin, n-butylamin, 1-aminobutan","1230010010"
"6","1230010011","Amylamin","1230010011"
"6","1230010012","Hexylamin","1230010012"
"6","1230010013","Heptylamin","1230010013"
"6","1230010014","Allylamin","1230010014"
"6","1230010015","Diallylamin","1230010015"
"6","1230010016","Triallylamin","1230010016"
"6","1230010017","Etylendiamin, 1,2-diaminoetan","1230010017"
"6","1230010018","Dietylentriamin","1230010018"
"6","1230010019","Trietylentetramin","1230010019"
"6","1230010020","Hydroksylamin","1230010020"
"6","1230010021","1-Aminoantrakinon (gulorange)","1230010021"
"6","1230010022","2-Aminoantrakinon (rødorange)","1230010022"
"6","1230010099","Andre alifatiske aminer","1230010099"
"6","1230010101","Tetrametylammoniumsalter","1230010101"
"6","1230010102","Tetrabutylammoniumbromid","1230010102"
"6","1230010199","Andre salter av alifatiske aminer","1230010199"
"6","1230010201","Etanolamin","1230010201"
"6","1230010202","Dietanolamin","1230010202"
"6","1230010203","Trietanolamin","1230010203"
"6","1230010299","Andre hydroksylerte derivater av alifatiske aminer, alkanolaminer","1230010299"
"6","1230010401","4-Nitrosodimetylamin","1230010401"
"6","1230010402","Nitrosodietylamin","1230010402"
